countrynewwb,codewb,year,pop_adult,regionwb24_hi,incomegroupwb24,group,group2,account_t_d,fiaccount_t_d,mobileaccount_t_d,borrow_any_t_d,fin4_d,dig_acc,fin11_2a,fin11a,fin11b,fin11c,fin11f,fin11d,fin11e,fin14a,fin14b,fin14c,fin14d,fin13_1a,fin13_1b,fin26a,fin26b,fin27a,fin27b,fin17f,fin17a_17a1_d,fin17a,fin17b,fin17c,fin22d,fin22e,fin22a_22a1_22g_d,fin22a,fin22a_1,fin22b,fin22c,fin24sav,fin24fam,fin24work,fin24bor,fin24sell,fin24other,fin24aVD,fin24aSD,fin24aND,fin24aSD_ND,fin24aP,fin24aN,fin24sav_SD_ND,fin24fam_SD_ND,fin24work_SD_ND,fin24bor_SD_ND,fin24sell_SD_ND,fin24other_SD_ND,fin24sav_VD,fin24fam_VD,fin24work_VD,fin24bor_VD,fin24sell_VD,fin24other_VD,fh1,fin28,fh2,fin29,fin31a_31b,fin30,fin31a,fin31b,fin31d,fin32_33_34a,fin32_33_34b,fin32_33_34c,fin32_33_34d,fin32_33_acc,fin32_33,fin32_n33_34a,fin32_n33_34b,fin32_n33_34c,fin32_n33_34d,fin32_n33_acc,fin32_n33,fin32,fin32_acc,fin34a,fin34b,fin34c,fin34d,fin37_38_39a,fin37_38_39b,fin37_38_39c,fin37_38_39d,fin37_38_39_acc,fin37_38,fin37_39a,fin37_39b,fin37_39c,fin37_39d,fin37_39_acc,fin37,fin38_39a,fin38_39b,fin38_39c,fin38_39d,fin38_39_acc,fin38,fin2_t_d,fin42,fin42_acc,fin43a,fin43b,fin43c,fin43d,fin45a,fin45c,fin45d,fin45e,fin45b,fin25e2,fin9b,fin10,fin22g,fin22h,inactive_t_d,fing2p_acc,fing2p_card,fing2p_cash,fing2p_fin,fing2p_mob,fing2p,g20_made,g20_received,g20_any,merchant_pay,save_any_t_d,fin11_1,fin5w,fin5m,fin5lm,fin5n,fin6w,fin6m,fin6lm,fin6n,fin11_0,fin9a,fin17dw,fin17dm,fin17dlm,fin17e,fin7,fin3,fin19,fin20,fin21,fin24ba,fin24bb,fin24bc,fin24bd,fin24c,fin24d1,fin24d2,fin24d3,fin25e1,fin25e2b,fin25e3w,fin25e3m,fin25e3lm,fin25e4a,fin25e4b,fin25e4c,fin25e4d,fin25e4e,fh2a,fin31c,fin36a,fin36b,fin40a,fin40b,fin36Aa,fin36Ab,fin8,fin13aw,fin13am,fin13alm,fin13an,fin13bw,fin13bm,fin13blm,fin13bn,fin13cw,fin13cm,fin13clm,fin13cn,fin13e,fin13f,fin13f_1,fin15,fin16,fin22f,fin41,fin35,fin44,fh1_fh2,fin28_29,fin31d_s,fin32_n33_34c_s,fin34c_s,fin43c_s,fin32_acc_s,fin34a_s,fin32_33_acc_s,inactive_t_d_s,fing2p_fin_s,fin32_33_34a_s,fin32_n33_acc_s,fin37_39_acc_s,fin37_39c_s,fin31a_31b_s,fin31a_s,fin31b_s,fin32_n33_34a_s,fin37_39a_s,fin34d_s,fin32_33_34d_s,fin32_n33_34d_s,fing2p_card_s,fin37_39d_s,fin42_acc_s,fin32_33_34c_s,fin37_38_39c_s,fin38_39c_s,fing2p_acc_s,fing2p_cash_s,fin37_38_39a_s,fin37_38_39_acc_s,fin38_39a_s,fin38_39_acc_s,fin34b_s,fin32_n33_34b_s,fin43b_s,fin27b_s,fin27a_s,fin22h_s,fin28_29_s,fin28_s,fin29_s,fing2p_mob_s,fin37_38_39d_s,fin37_38_39b_s,fin37_39b_s,fin11_2a_s,fin11b_s,fin11f_s,fin11d_s,fin11e_s,fin9b_s,fin11_1_s,fin5m_s,fin6m_s,fin9a_s,fin5w_s,fin6w_s,fin17dm_s,fin17dlm_s,fin25e3w_s,fin25e3m_s,fin24d1_s,fin14d_s,fin24d2_s,fin11a_s,fin11c_s,fin5lm_s,fin6lm_s,fin17dw_s,fin14c_s,fin13_1a_s,fin13_1b_s,fin13am_s,fin13alm_s,fin13bm_s,fin13blm_s,fin13cm_s,fin13clm_s,fin21_s,fin14b_s,fin13cw_s,fin13f_s,fin14a_s,fin25e3lm_s,fin13aw_s,fin13bw_s,fin24d3_s,fin5n_s,fin6n_s,fin13f_1_s,fin32_33_34b_s,con1,con2a,con2b,con2c,con2d,con2e,con2f,con2g,con3a,con3b,con3c,con3d,con3e,con3f,con3g,con4,con5a,con5b,con6,con7,con8,con9a,con9b,con10,con11,con12d,con12w,con12m,con12lm,con13,con14,con15,con16,con17a,con17b,con17c,con17d,con18,con19,con20,con21,con22,con23,internet,con26d,con26w,con26m,con26lm,con27,con28d,con28w,con28m,con28lm,con28n,con29,con30a,con30b,con30c,con30d,con30e,con30f,con30g,con30h,con31a,con31b,con31c,con31d,con31e,con31f,con31g,con31h,con32a,con32b,con32c,con32d,con32e,con32f,con32g,con32h,con10_s,con11_s,con12d_s,con14_s,con16_s,con17a_s,con17b_s,con18_s,con19_s,con20_s,con21_s,con26d_s,con27_s,con28m_s,con30a_s,con30b_s,con30c_s,con30d_s,con30e_s,con30f_s,con30g_s,con30h_s,con31a_s,con31b_s,con31f_s,con2a_s,con15_s,con17d_s,con29_s,con31d_s,con31h_s,con32a_s,con3a_s,con4_s,con28d_s,con28w_s,con23_s,con31c_s,con2b_s,con2d_s,con26w_s,con2c_s,con2e_s,con2g_s,con5b_s,con12m_s,con26lm_s,con12w_s,con2f_s,con13_s,con26m_s,con28lm_s,con5a_s,con17c_s,con32h_s
Indonesia,IDN,2021,203818030.0,East Asia & Pacific (excluding high income),Lower middle income,education,secondary edu or more,0.61894173,0.595199504,,0.409736007,,,,,,,,,,,,,,,,,0.32054776,,0.203501906,,0.303493222,0.285650606,,0.180875505,0.085229168,,0.12373155,0.116961517,,0.290440286,,0.193638085,0.411213301,0.228080787,,,,0.30120723,0.548117368,0.111496753,0.659614121,0.962438664,,0.165403729,0.262692896,0.162562316,,,,,0.146903092,,,,,0.212960327,,0.27004104,,0.156846521,0.696484205,0.128892449,,0.519328041,,,,,,,,,0.18704331,,,0.310693611,0.367494539,,,,0.21446706,,0.125802672,,,,0.141173857,0.256110504,0.120800313,,,,0.136171497,0.249982472,,,,,,,0.467296944,0.133298355,,,,0.118290939,,,,,,,0.184333677,,,,,,0.165927217,,0.097990048,0.149870657,,0.298254363,0.412309237,0.299057579,0.485858668,0.228471854,0.663208538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.434608053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.361677578,0.17987826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,2021,203818030.0,East Asia & Pacific (excluding high income),Lower middle income,education,prim edu or less,0.404920801,0.404920801,,0.422796464,,,,,,,,,,,,,,,,,0.028518285,,0.024427148,,0.095547569,0.095547569,,0.1345262,0.134365569,,0.141523154,0.141523154,,0.286243869,,0.06985004,0.482702245,0.122832073,,,,0.430343522,0.339685468,0.103445533,0.443131001,0.877952912,,0.042057155,0.22171766,0.090022421,,,,,0.260984584,,,,,0.080335541,,0.14686875,,0.07484091,0.768540888,0.072542491,,0.658274649,,,,,,,,,0.147585141,,,0.173861563,0.18781946,,,,0.157451902,,0.094023853,,,,0.11556511,0.281828006,0.08989001,,,,0.111431267,0.275214065,,,,,,,0.221825968,0.244752955,,,,0.215890875,,,,,,,0.015556154,,,,,,0.119656246,,0.120564759,0.098114989,,0.290081613,0.149595898,0.153307569,0.245215828,0.01964729,0.299324784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3893646475616044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20269796,0.056679255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2021,25769271.0,East Asia & Pacific (excluding high income),Upper middle income,education,secondary edu or more,0.929416354,0.92673585,0.342031477,0.342957665,,,,,,,,,,,,,,,,0.465600204,0.616169353,0.549546681,,,0.559098722,0.530953628,,,,,0.182590374,0.161668001,,0.161077225,,0.451833173,0.263180356,,,,,0.261783883,0.392325874,0.260104895,0.652430768,0.923195212,0.076804788,0.392750325,0.144166099,,,,,,0.118454476,,,,,0.318166919,0.212865272,0.225635097,0.15025287,0.431265852,0.613912131,0.369281692,0.294712167,0.16668206,,,,,,,0.354813135,,,,0.368930552,0.420044046,0.509304908,0.454895933,0.438981389,,,,0.410213128,,,,0.428933509,0.470402329,0.397518961,,,,0.416239341,0.457162288,,,,,,,0.877864705,,,,,,,,,,,,0.48481069,,,,,,0.467299364,,,0.446781856,,0.508351549,0.73500344,0.679779118,0.850397302,0.618507377,0.768792139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.444605664124597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41158952,0.281741804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2021,25769271.0,East Asia & Pacific (excluding high income),Upper middle income,education,prim edu or less,0.71673437,0.71673437,0.033831711,0.227990042,,,,,,,,,,,,,,,,0.113325098,0.075048721,0.038293512,,,0.244370373,0.244370373,,,,,0.035247286,0.035247286,,0.135388421,,0.224132292,0.383762518,,,,,0.26963272,0.261883731,0.21791914,0.479802871,0.749435591,0.2505644091913888,0.182976996,0.202722195,,,,,,0.181040323,,,,,0.068375484,0.030775845,0.257071138,0.144729213,0.085864249,0.547725719,0.085864249,0.015934773,0.405913543,,,,,,,0.128654131,,,,0.142252568,0.193334904,0.214630032,0.147612923,0.134014486,,,,0.345647629,,,,0.349919453,0.433043762,0.343807498,,,,0.348079323,0.431203631,,,,,,,0.662701659,,,,,,,,,,,,0.04073469,,,,,,0.349919453,,,0.345647629,,0.4489785342736549,0.331124611,0.455371483,0.574360541,0.060772183,0.458789655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6759996792746817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.294859684,0.166915211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2021,77692157.0,East Asia & Pacific (excluding high income),Lower middle income,education,secondary edu or more,0.611750789,0.55131536,0.268915578,0.600977635,,,,,,,,,,,,,,,,0.260096401,0.449881864,,0.328931501,,0.273686462,0.255265281,,,0.341018911,,0.223549168,0.202812252,,0.42559964,,0.206153399,0.396734213,0.221176518,,,,0.397747754,0.412409915,0.177413592,0.589823507,0.987571261,,0.161284013,0.21439921,0.13268836,,,,,0.182335003,0.088488157,,,,0.36487376,0.182892935,0.361028348,0.186918077,0.233736311,0.661856273,0.184857521,0.157062553,0.405175218,,,,,,,0.150098176,,0.137893763,,0.167670306,0.338523237,0.394479983,0.209468047,0.191245541,,0.150483829,,,,0.1905133,,,0.349853748,,,0.188521,,,0.33340272,,,,,,,0.381938047,0.136953573,,,,,,,,,,,0.227380262,,,,,,,,0.195460243,,,0.381102251,0.460410932,0.365868877,0.529273893,0.242975158,0.606781996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.384370527445364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.529445141,0.257068595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2021,77692157.0,East Asia & Pacific (excluding high income),Lower middle income,education,prim edu or less,0.327689811,0.286265751,0.119612372,0.53303453,,,,,,,,,,,,,,,,0.102672315,0.186909693,,0.155252536,,0.082552224,0.070750412,,,0.34677271,,0.120712078,0.120712078,,0.375049739,,0.1557793,0.445215626,0.201916436,,,,0.640690575,0.271186236,0.067293549,0.338479785,0.97917036,,0.064812526,0.15047298,0.064437436,,,,,0.294742647,0.137479,,,,0.25293161,0.061892549,0.322607234,0.084860398,0.076014115,0.563726125,0.066652051,0.041701434,0.433146954,,,,,,,0.016068564,,0.123177683,,0.022322494,0.188148886,0.203542862,0.022322494,0.016068564,,0.138571659,,,,0.202502073,,,0.342845925,,,0.181695721,,,0.304998426,,,,,,,0.13934869,0.16051863,,,,,,,,,,,0.068995702,,,,,,,,0.217896048,,,0.358239901,0.231298875,0.131441073,0.254723484,0.074444603,0.424539544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2586941084559185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.432337513,0.119457039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2021,4993587.0,High income,High income,education,secondary edu or more,0.989612428,0.985092137,0.36620842,0.539822529,,,,,,,,,,,,,,,,0.693441067,0.703549267,0.683147109,,,0.651101348,0.644972388,,,,,0.522784976,0.507929119,,,,0.67905377,0.171848356,,,,,0.104500147,0.372909747,0.427295122,0.80020487,0.913996511,,0.638191198,0.109134143,,,,,,,,,,,0.483010854,0.421183929,0.475984915,0.412492194,0.561337315,0.634563026,0.500138132,0.212730687,,,,,,,,0.587337916,,,,0.599947407,0.637674487,0.706088466,0.666615897,0.654006406,,,,0.155546253,,,,0.173965216,0.190118668,0.149329859,,,,0.167748822,0.18302678,,,,,,,0.96575593,,,,,,,,,,,,,,0.511302234,0.462172941,0.442838605,,0.230697927,,,0.212278964,,0.248596868,0.961739997,0.826339113,0.974678965,,0.886207896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59340732,0.517457669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2021,4993587.0,High income,High income,education,prim edu or less,0.924400041,0.924400041,0.061950094,0.123119644,,,,,,,,,,,,,,,,0.137215955,0.105314892,0.097006355,,,0.416247228,0.416247228,,,,,0.106795895,0.084440587,,,,0.527283804,0.270311239,,,,,0.242408294,0.361877838,0.217018478,0.578896316,0.841782335,,0.445541882,0.122091335,,,,,,,,,,,0.150146709,0.071184914,0.342698241,0.176453095,0.358395615,0.57880391,0.358395615,0.024074063,,,,,,,,0.244993936,,,,0.266662429,0.296893442,0.301576322,0.271345309,0.249676816,,,,0.280689483,,,,0.330112642,0.396087078,0.280689483,,,,0.330112642,0.396087078,,,,,,,0.810871573,,,,,,,,,,,,,,0.034144646,0.023595256,0.016609152,,0.332463896,,,0.283040737,,0.398438332,0.704253571,0.594205873,0.850552721,,0.724098258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.398259544,0.208077829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2021,60059109.0,East Asia & Pacific (excluding high income),Upper middle income,education,secondary edu or more,0.973116749,0.964478156,0.70796743,0.62991308,,,,,,,,,,,,,,,,0.633741136,0.65530688,0.534094689,0.115025144,,0.628902106,0.601199231,0.208471242,,,,0.393718978,0.373786519,,0.319304703,,,0.521520429,,,,,0.129270088,0.235829559,0.470489262,0.706318821,0.841602872,0.1583971275005568,,0.418773725,,,,,,0.098290001,,,,,0.586243157,0.504958977,0.540889094,0.434531252,0.450737338,0.661437424,0.327792809,0.394513855,0.208364326,,,,,,,0.41714121,0.161143699,,,0.429799295,0.501532336,0.550954387,0.478650299,0.463631294,0.173765959,,,0.514769772,0.48147082,,,0.749076799,0.765500943,0.493845253,0.480928894,,,0.72815228,0.744576424,,,,,,,0.705936784,0.084216564,,,,,,,,,,,0.700397161,,0.333484346,0.295561225,0.242387137,,0.757973798,,,0.532655005,0.484143074,0.77413756,0.867219177,0.875827115,0.942132465,0.731861532,0.741639247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2727195876499519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.721968471,0.607160717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2021,60059109.0,East Asia & Pacific (excluding high income),Upper middle income,education,prim edu or less,0.934699289,0.914437809,0.469167698,0.472218967,,,,,,,,,,,,,,,,0.268626248,0.327569984,0.20623386,0.119274338,,0.434240516,0.423235235,0.110701695,,,,0.187330776,0.164046028,,0.339751061,,,0.484541867,,,,,0.213381137,0.253001603,0.239490902,0.492492505,0.714938426,0.2850615743765282,,0.323726597,,,,,,0.15316253,,,,,0.432042963,0.363905988,0.460729069,0.289151397,0.142596472,0.634080323,0.111814388,0.121480908,0.489976191,,,,,,,0.191971932,0.080306383,,,0.201793496,0.341891802,0.36529928,0.223658029,0.213836465,0.090128368,,,0.485969855,0.362753456,,,0.701557659,0.75824341,0.473730359,0.362753456,,,0.689318162,0.746003914,,,,,,,0.552255799,0.169232872,,,,,,,,,,,0.47974056,,0.086453637,0.062592169,0.058359113,,0.710838566,,,0.496244615,0.370299852,0.767524318,0.663947488,0.784947073,0.892854383,0.504131857,0.585828171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4549587290568189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.603195052,0.414618614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,2022,74158712.0,East Asia & Pacific (excluding high income),Lower middle income,education,secondary edu or more,0.606943102,0.60564078,0.183039860742419,0.274983215,,,,,,,,,,,,,,,,0.275562482,0.441854162,0.186491809,0.255362353,,0.22751527,0.217906138,,,,,0.111359942,0.105480151,,0.179359515,,0.190556837,0.400389667,0.38176161,,,,0.091957326,0.304248071,0.580475568,0.884723639,0.981391273,,0.183060203,0.329256216,0.364032565,,,,,,,,,,0.197199276,0.11936352,0.211954979,0.133399957,0.170275171,0.555933631,0.128735492,0.134586483,0.372437986,,,,,,,0.24253946,,,,0.252210985,0.329950498,0.342596736,0.264857223,0.255185698,,,,,,0.129334302,,,0.176092552,,,0.11625316,,,0.153731667,,,,,,,0.534184203,0.165232513,,,,0.143152865,,,,,,,0.23661754,,,,,,,,0.129334302,,,0.185373666,0.459647982,0.340876677,0.503502298,0.270650072,0.537008362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.370325562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.292516157,0.175123016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,2022,74158712.0,East Asia & Pacific (excluding high income),Lower middle income,education,prim edu or less,0.217664905,0.210090539,0.021293634,0.279391548,,,,,,,,,,,,,,,,0.052667743,0.104565194,0.011247503,0.093317691,,0.048115398,0.048115398,,,,,0.05871159,0.05871159,,0.180120174,,0.21998996,0.427084875,0.227255397,,,,0.233401065,0.447559354,0.244308735,0.691868088,0.929194735,,0.176714425,0.279715423,0.20727491,,,,,,,,,,0.133902439,0.056265659,0.108775762,0.042263412,0.036384664,0.592218086,0.02953279,0.022567306,0.534757667,,,,,,,0.002403496,,,,0.017961497,0.120995669,0.131264356,0.025826688,0.010268687,,,,,,0.254790237,,,0.25743476,,,0.254790237,,,0.25743476,,,,,,,0.134451397,0.149235258,,,,0.149235258,,,,,,,0.017685371,,,,,,,,0.249328543,,,0.259838256,0.104477208,0.053562541,0.118988124,0.023956236,0.4239793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1999795340517981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180059365,0.070522829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,2024,211076339.0,East Asia & Pacific (excluding high income),Lower middle income,education,secondary edu or more,0.683276707,0.626772918,0.314061486,0.50993644,0.316146848,0.491836497,0.166233745,0.136139037,0.168642144,0.134736444,,0.237801603,0.22286925,,,,,,,0.164701893,0.373558495,,0.278912197,0.136503361,0.373917924,0.311899705,0.174272429,0.196676873,0.096010847,0.169528203,0.178308413,0.165834557,,0.319368207,,0.168805,0.276890877,0.295387315,,0.20367116,,0.297805204,0.526726059,0.149404025,0.676130084,0.980792007,,0.15120864,0.17058797,0.205184969,,0.130010079,,,0.103339649,,,,,0.254159878,0.157561364,0.309236554,0.214686987,0.221520916,0.688327725,0.139636325,0.172685667,0.46231883,,,,,,,,,0.187155772,,,0.312107309,0.404573327,0.194413307,0.1830101,,0.199425636,,,,,,0.129031931,0.217360914,,,,,0.115807854,0.201542965,,,,,,,0.52721236,0.143895078,,,,0.109631271,,0.168844337,0.124722244,0.241083382,0.337544347,,0.165759742,0.342229144,,,,,0.191960035,,,0.17102331,,0.287184757,0.414463127,0.398793631,0.544232058,0.200842036,0.633529075,,,0.247704424,0.254600812,,,0.193211979,0.270706683,,,0.229896718,,0.178041051,0.129133341,,0.143130781,0.402990318,,,,0.128467946,0.286051756,0.155495509,0.38524799,0.16326847,,,,,0.517516965,,,,,,,0.45067299,,,,,,,,,,0.363603768,,,,,,,,,,,,,,,,,,0.097941147,,,,0.400480092,0.271343932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.931336257,0.049977508,,,0.02234404,,,,,,,,,,,,,,,,0.024830566,0.891938219,,,0.834799259,0.879466252,,,,,0.885007048,,0.857239772,0.734576874,0.167392088,,,0.730627064,0.616682362,0.308015582,0.184713092,,,0.883180777,0.780840991,,,,0.714787469,,0.192922885,0.434506905,,,,0.659118983,0.727704609,0.774797183,0.705610117,0.623766551,0.148068525,0.396339349,0.163371232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
