countrynewwb,codewb,year,pop_adult,regionwb24_hi,incomegroupwb24,group,group2,account_t_d,fiaccount_t_d,mobileaccount_t_d,borrow_any_t_d,fin4_d,dig_acc,fin11_2a,fin11a,fin11b,fin11c,fin11f,fin11d,fin11e,fin14a,fin14b,fin14c,fin14d,fin13_1a,fin13_1b,fin26a,fin26b,fin27a,fin27b,fin17f,fin17a_17a1_d,fin17a,fin17b,fin17c,fin22d,fin22e,fin22a_22a1_22g_d,fin22a,fin22a_1,fin22b,fin22c,fin24sav,fin24fam,fin24work,fin24bor,fin24sell,fin24other,fin24aVD,fin24aSD,fin24aND,fin24aSD_ND,fin24aP,fin24aN,fin24sav_SD_ND,fin24fam_SD_ND,fin24work_SD_ND,fin24bor_SD_ND,fin24sell_SD_ND,fin24other_SD_ND,fin24sav_VD,fin24fam_VD,fin24work_VD,fin24bor_VD,fin24sell_VD,fin24other_VD,fh1,fin28,fh2,fin29,fin31a_31b,fin30,fin31a,fin31b,fin31d,fin32_33_34a,fin32_33_34b,fin32_33_34c,fin32_33_34d,fin32_33_acc,fin32_33,fin32_n33_34a,fin32_n33_34b,fin32_n33_34c,fin32_n33_34d,fin32_n33_acc,fin32_n33,fin32,fin32_acc,fin34a,fin34b,fin34c,fin34d,fin37_38_39a,fin37_38_39b,fin37_38_39c,fin37_38_39d,fin37_38_39_acc,fin37_38,fin37_39a,fin37_39b,fin37_39c,fin37_39d,fin37_39_acc,fin37,fin38_39a,fin38_39b,fin38_39c,fin38_39d,fin38_39_acc,fin38,fin2_t_d,fin42,fin42_acc,fin43a,fin43b,fin43c,fin43d,fin45a,fin45c,fin45d,fin45e,fin45b,fin25e2,fin9b,fin10,fin22g,fin22h,inactive_t_d,fing2p_acc,fing2p_card,fing2p_cash,fing2p_fin,fing2p_mob,fing2p,g20_made,g20_received,g20_any,merchant_pay,save_any_t_d,fin11_1,fin5w,fin5m,fin5lm,fin5n,fin6w,fin6m,fin6lm,fin6n,fin11_0,fin9a,fin17dw,fin17dm,fin17dlm,fin17e,fin7,fin3,fin19,fin20,fin21,fin24ba,fin24bb,fin24bc,fin24bd,fin24c,fin24d1,fin24d2,fin24d3,fin25e1,fin25e2b,fin25e3w,fin25e3m,fin25e3lm,fin25e4a,fin25e4b,fin25e4c,fin25e4d,fin25e4e,fh2a,fin31c,fin36a,fin36b,fin40a,fin40b,fin36Aa,fin36Ab,fin8,fin13aw,fin13am,fin13alm,fin13an,fin13bw,fin13bm,fin13blm,fin13bn,fin13cw,fin13cm,fin13clm,fin13cn,fin13e,fin13f,fin13f_1,fin15,fin16,fin22f,fin41,fin35,fin44,fh1_fh2,fin28_29,fin31d_s,fin32_n33_34c_s,fin34c_s,fin43c_s,fin32_acc_s,fin34a_s,fin32_33_acc_s,inactive_t_d_s,fing2p_fin_s,fin32_33_34a_s,fin32_n33_acc_s,fin37_39_acc_s,fin37_39c_s,fin31a_31b_s,fin31a_s,fin31b_s,fin32_n33_34a_s,fin37_39a_s,fin34d_s,fin32_33_34d_s,fin32_n33_34d_s,fing2p_card_s,fin37_39d_s,fin42_acc_s,fin32_33_34c_s,fin37_38_39c_s,fin38_39c_s,fing2p_acc_s,fing2p_cash_s,fin37_38_39a_s,fin37_38_39_acc_s,fin38_39a_s,fin38_39_acc_s,fin34b_s,fin32_n33_34b_s,fin43b_s,fin27b_s,fin27a_s,fin22h_s,fin28_29_s,fin28_s,fin29_s,fing2p_mob_s,fin37_38_39d_s,fin37_38_39b_s,fin37_39b_s,fin11_2a_s,fin11b_s,fin11f_s,fin11d_s,fin11e_s,fin9b_s,fin11_1_s,fin5m_s,fin6m_s,fin9a_s,fin5w_s,fin6w_s,fin17dm_s,fin17dlm_s,fin25e3w_s,fin25e3m_s,fin24d1_s,fin14d_s,fin24d2_s,fin11a_s,fin11c_s,fin5lm_s,fin6lm_s,fin17dw_s,fin14c_s,fin13_1a_s,fin13_1b_s,fin13am_s,fin13alm_s,fin13bm_s,fin13blm_s,fin13cm_s,fin13clm_s,fin21_s,fin14b_s,fin13cw_s,fin13f_s,fin14a_s,fin25e3lm_s,fin13aw_s,fin13bw_s,fin24d3_s,fin5n_s,fin6n_s,fin13f_1_s,fin32_33_34b_s,con1,con2a,con2b,con2c,con2d,con2e,con2f,con2g,con3a,con3b,con3c,con3d,con3e,con3f,con3g,con4,con5a,con5b,con6,con7,con8,con9a,con9b,con10,con11,con12d,con12w,con12m,con12lm,con13,con14,con15,con16,con17a,con17b,con17c,con17d,con18,con19,con20,con21,con22,con23,internet,con26d,con26w,con26m,con26lm,con27,con28d,con28w,con28m,con28lm,con28n,con29,con30a,con30b,con30c,con30d,con30e,con30f,con30g,con30h,con31a,con31b,con31c,con31d,con31e,con31f,con31g,con31h,con32a,con32b,con32c,con32d,con32e,con32f,con32g,con32h,con10_s,con11_s,con12d_s,con14_s,con16_s,con17a_s,con17b_s,con18_s,con19_s,con20_s,con21_s,con26d_s,con27_s,con28m_s,con30a_s,con30b_s,con30c_s,con30d_s,con30e_s,con30f_s,con30g_s,con30h_s,con31a_s,con31b_s,con31f_s,con2a_s,con15_s,con17d_s,con29_s,con31d_s,con31h_s,con32a_s,con3a_s,con4_s,con28d_s,con28w_s,con23_s,con31c_s,con2b_s,con2d_s,con26w_s,con2c_s,con2e_s,con2g_s,con5b_s,con12m_s,con26lm_s,con12w_s,con2f_s,con13_s,con26m_s,con28lm_s,con5a_s,con17c_s,con32h_s
Thailand,THA,2021,60059109.0,East Asia & Pacific (excluding high income),Upper middle income,gender,men,0.986060258,0.963114507,0.635719769,0.583615657,,,,,,,,,,,,,,,,0.477277644,0.522775964,0.409792649,0.11188156,,0.550478517,0.527559653,0.164876651,,,,0.372196148,0.341259263,,0.307548088,,,0.508513099,,,,,0.145904433,0.240545089,0.412853306,0.653398395,0.801075713,0.1989242872272691,,0.390466416,,,,,,0.11655264,,,,,0.553337719,0.469831859,0.57384982,0.423229351,0.322069271,0.630957708,0.232681096,0.279634785,0.306020121,,,,,,,0.330720221,0.118758235,,,0.340450795,0.426975354,0.484280078,0.397143991,0.384885133,0.143526618,,,0.520704889,0.446117578,,,0.755966525,0.774679842,0.499545539,0.445537235,,,0.734807174,0.753520492,,,,,,,0.68599981,0.182110477,,,,,,,,,,,0.588554398,,0.294447833,0.255925838,0.211220702,,0.769667171,,,0.538747486,0.456069555,0.788380489,0.803075652,0.887237636,0.961681984,0.633094957,0.662533144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39750586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.722838125,0.559154125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,2021,60059109.0,East Asia & Pacific (excluding high income),Upper middle income,gender,women,0.927033954,0.920920753,0.566110914,0.535447367,,,,,,,,,,,,,,,,0.461832891,0.497367151,0.370527825,0.11871589,,0.534475146,0.518264006,0.176604343,,,,0.238595476,0.226939919,,0.347895746,,,0.488195895,,,,,0.183109829,0.249759367,0.318774814,0.568534181,0.764151801,0.2358481993454576,,0.352458429,,,,,,0.125805848,,,,,0.489865488,0.425440295,0.439342628,0.321245759,0.302916079,0.665916182,0.229165041,0.265783028,0.362004396,,,,,,,0.302490986,0.128157272,,,0.314873994,0.430542073,0.453909755,0.336866374,0.324483366,0.132896011,,,0.496281319,0.40833408,,,0.704342361,0.753801972,0.484187233,0.40833408,,,0.692248274,0.741707886,,,,,,,0.580764055,0.071542308,,,,,,,,,,,0.620856499,,0.161242905,0.137991768,0.122608203,,0.708656062,,,0.506493237,0.40833408,0.757851141,0.749971262,0.78604011,0.880956367,0.632308464,0.678162335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.306177455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.624020997,0.49424834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,2022,74158712.0,East Asia & Pacific (excluding high income),Lower middle income,gender,men,0.599552975,0.598775721,0.182904976,0.281879246,,,,,,,,,,,,,,,,0.255713481,0.385430943,0.16603521,0.219395733,,0.217846172,0.202188983,,,,,0.113825008,0.10824085,,0.191193662,,0.19517875,0.389532925,0.392379913,,,,0.095660154,0.324022885,0.549716588,0.873739472,0.978910917,,0.185158958,0.314734308,0.372026877,,,,,,,,,,0.184043031,0.118889333,0.22097615,0.14238401,0.113243683,0.388693158,0.095922084,0.087906785,0.266068008,,,,,,,0.237424643,,,,0.251581819,0.340648636,0.35087178,0.261804963,0.247647787,,,,,,0.132005584,,,0.170668375,,,0.110236364,,,0.146311316,,,,,,,0.524194582,0.164826203,,,,0.145775106,,,,,,,0.232108146,,,,,,,,0.132005584,,,0.177425478,0.437736911,0.348534294,0.484066503,0.258426819,0.500475168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.367444829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.283014542,0.180664415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,2022,74158712.0,East Asia & Pacific (excluding high income),Lower middle income,gender,women,0.52780837,0.524628973,0.147425883,0.269283231,,,,,,,,,,,,,,,,0.245043767,0.420582167,0.167096557,0.25348561,,0.196991717,0.195217831,,,,,0.097368092,0.092507888,,0.168246454,,0.192566794,0.416869664,0.337472026,,,,0.119570455,0.316970326,0.535703852,0.852674178,0.972244633,,0.17957476,0.332442341,0.321735564,,,,,,,,,,0.19556703,0.105841049,0.180579837,0.104758197,0.194546808,0.721574246,0.137798561,0.153919678,0.508457754,,,,,,,0.194324034,,,,0.20105007,0.273618929,0.288022793,0.214924389,0.208198353,,,,,,0.154377852,,,0.199036491,,,0.152392513,,,0.18350051,,,,,,,0.455243121886412,0.16199698,,,,0.141934065,,,,,,,0.192505351,,,,,,,,0.153174515,,,0.209181011,0.401827953,0.270146368,0.436854102,0.227687869,0.546304543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33530302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.276546244,0.1467427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,2024,211076339.0,East Asia & Pacific (excluding high income),Lower middle income,gender,men,0.546388119,0.509147458,0.241305391,0.498618074,0.265170779,0.380771688,0.264012428,0.183644606,0.223377764,0.154483872,,0.308776317,0.26327569,,,,,,,0.131421358,0.248757678,,0.188507136,0.115617345,0.29210037,0.236084697,0.141809047,0.127436446,0.120797138,0.151725874,0.152904398,0.143602533,,0.318760614,,0.127880039,0.253023951,0.335100235,,0.223023572,,0.336575261,0.476141459,0.144801089,0.620942548,0.962915892,,0.112882658,0.141327815,0.222463766,,0.130070355,,,0.108096393,,,,,0.225484833,0.135511537,0.263460694,0.169756337,0.153462448,0.703548343,0.103399104,0.114312431,0.542289015,,,,,,,,,0.294800979,,,0.420201441,0.493267645,0.175190995,0.162971675,,0.306973278,,,,,,0.109526771,0.24378544,,,,,0.099574016,0.230681669,,,,,,,0.401499543,0.205633216,,,,0.165963283,,0.213742742,0.135368834,0.226231461,0.299199105,,0.133968275,0.256206741,,,,,0.15197376,,,0.134058918,,0.297725997,0.308537835,0.334894311,0.419119245,0.154943499,0.495550019,,,0.176447125,0.21958084,,,0.144765,0.23093518,,,0.181506039,,0.131398973,0.11296276,,0.129142362,0.324222462,,,,0.100760453,0.27939928,0.144995902,0.413747814,0.160384077,,,,,0.412419844,,,,,,,0.34036013,,,,,,,,,,0.299251352,,,,,,,,,,,,,,,,,,0.140788767,,,,0.345919982,0.213504332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.816743035,0.1356067,,,0.093355834,,,,,,,,,,,,,,,,0.084912055,0.744067914,,,0.705747869,0.733636489,,,,,0.736740169,,0.692693695,0.597796361,0.191800178,,,0.57728481,0.448196839,0.309917554,0.169715709,,,0.70848615,0.594479361,,,,0.578904404,,0.173483763,0.334542154,,,,0.493036585,0.562490245,0.589893396,0.541610825,0.462154042,0.132070516,0.3440290864769389,0.138261068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,2024,211076339.0,East Asia & Pacific (excluding high income),Lower middle income,gender,women,0.580308452,0.538812753,0.198777655,0.453919195,0.225464538,0.366559374,0.274957803,0.186455087,0.2457419,0.161869881,,0.296460074,0.225658487,,,,,,,0.101205824,0.277433262,,0.217855283,0.088308691,0.253147673,0.215256755,0.101388625,0.235116245,0.095794754,0.151722922,0.149537074,0.143637441,,0.281532748,,0.121923294,0.303256818,0.221147019,,0.249178509,,0.355456923,0.479067035,0.106598796,0.585665831,0.944078385,,0.101291303,0.171154149,0.140132424,,0.153125004,,,0.132102669,,,,,0.169088858,0.105262866,0.247256029227943,0.170596153,0.154371748,0.719051262,0.096998932,0.115575797,0.555356432,,,,,,,,,0.153327935,,,0.223995931,0.268899549,0.09674721,0.095100505,,0.159640961,,,,,,0.128199848,0.244990449,,,,,0.119968858,0.233239883,,,,,,,0.426494976,0.132998732,,,,0.112887056,,0.178169253,0.120187607,0.272756022,0.341086881,,0.090593432,0.2304712009593019,,,,,0.16247839,,,0.140249561,,0.281444924,0.291969463,0.309940456,0.434810896,0.116815441,0.564629138,,,0.190664041,0.221643892,,,0.144165654,0.246105373,,,0.14671635,,0.116368988,0.089557986,,0.110485886,0.298389333,,,,0.123768519,0.252140279,0.16202119,0.378849772,0.159636263,,,,,0.4897150192983315,,,,,,,0.409321461,,,,,,,,,,0.248205873,,,,,,,,,,,,,,,,,,0.090607576,,,,0.318257083,0.214574413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.789960692,0.129243369,,,0.111147482,,,,,,,,,,,,,,,,0.123464814,0.730722143,,,0.671270171,0.730023362,,,,,0.719960801,,0.692090551,0.597417665,0.162052244,,,0.533274983,0.441214407,0.244248256,0.127684955,,,0.700734651,0.606288981,,,,0.541571264,,0.157755764,0.317814214,,,,0.533878032,0.531659253,0.609502313,0.524183515,0.463351474,0.104607733,0.265471604,0.09026982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2024,27297352.0,East Asia & Pacific (excluding high income),Upper middle income,gender,men,0.891413579,0.880182343,0.464669673,0.472668614,0.662845464,0.660403437,,,,,,,,,,,,,,0.388722699,0.542885983,0.35920859,0.176133455,0.339019923,0.535634016,0.482106898,0.30486591,,,,0.19808002,0.194027062,,0.283061501,,0.352694687,0.256558586,,,0.095336764,,0.32370201,0.373222423,0.18663307,0.559855493,0.886046265,0.1139537351812222,0.261694312,0.141205368,,,,,0.091000375,0.112864456,,,,,0.245164677,0.195446389,0.272901422,0.191520678,0.330335539,0.514472913,0.274558825,0.28404479,0.175272913,,,,,,,0.387662044,0.130856239,,,0.40143793,0.501701084,0.582806163,0.475694619,0.461918733,0.142348362,,,0.412767457,0.120614249,,,0.42131439,0.474383756,0.386263703,0.120614249,,,0.394810636,0.445541767,,,,,,,0.820496841,,,,,,,0.163596895,0.261491807,0.360111647,,,0.474142166,0.568235695,0.160153988,0.134061925,,,0.461920359,,,0.453373425,0.126979167,0.513950902,0.577454721,0.723742161,0.805681554,0.523861543,0.639471017,,0.11563041,0.543262138,0.140467899,,0.376410065,0.298469369,0.119753841,,,0.309077214,,0.346752644,0.10508933,0.237918495,,0.608152517,0.293237185,,,0.131043986,0.259177729,0.147537267,0.352851864,0.121039798,,,,0.372742799,0.417271413869613,0.335185478,,,,,,0.362119075,,,,,0.402633956,0.169427048,0.235178251,,,0.612617831,,,,,,,,,,,,,,,,,,0.144054423,,,,0.368623643,0.274024059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.967527175,,,,,,,,,,,,,,,,,,,,,0.899177155,,,0.829244054,0.900111138,,,,,0.871360659,,0.834809272,0.725832704,0.15019489,,,0.779575807,0.684429676,0.158973579,0.367115042,,,0.869869745,0.790013229,,,,0.798924355,,,0.67849355,,,,0.679343744,0.722289646,0.808628527,0.73872387,0.566633021,0.15297813,0.40219342,0.260301276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,2024,27297352.0,East Asia & Pacific (excluding high income),Upper middle income,gender,women,0.882264702,0.863186681,0.424740507,0.297670047,0.589831455,0.650029942,,,,,,,,,,,,,,0.352729644,0.537932408,0.370779124,0.16065433,0.306262357,0.513943819,0.472001816,0.264616084,,,,0.101231362,0.09476123,,0.137160645,,0.395126468,0.289631601,,,0.161579805,,0.360954676,0.311211031,0.219807096,0.531018127,0.90164222,0.09835778,0.268598644,0.145636723,,,,,0.12521308,0.137415435,,,,,0.183854657,0.134806767,0.209787119,0.137680309,0.249601523,0.380796294,0.220543005,0.217238465,0.122214287,,,,,,,0.253826342,0.099492131,,,0.260118653,0.329501173,0.374774631,0.30539211,0.2990998,0.111665453,,,0.342519666,0.097447968,,,0.371627202,0.410333429,0.32878412,0.096514427,,,0.357891656,0.395675019,,,,,,,0.780787464,,,,,,,0.179048053,0.269259199,0.392519995,,,0.460566164,0.563481303,0.102399992,0.069675473,,,0.403101215,,,0.373993679,0.106406968,0.441807442,0.558985902,0.596490758,0.742558121,0.520984066,0.594453406,,0.093975549,0.517119985,0.192106388,,0.304324388,0.305156448,0.16965224,,,0.30396149,,0.330858074,0.111446241,0.23174893,,0.595460602,0.199207571,,,0.115245749,0.250442143,0.156798304,0.366617782,0.134916102,,,,0.359022329,0.421698537912696,0.27928598,,,,,,0.341021709,,,,,0.251151464,0.133067699,0.228623654,,,0.605208154,,,,,,,,,,,,,,,,,,0.081589798,,,,0.306496536,0.200536199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92532445,,,,,,,,,,,,,,,,,,,,,0.889165492,,,0.795288629,0.857072062,,,,,0.870694856,,0.844458915,0.687503453,0.133885256,,,0.709653964,0.589217588,0.124241938,0.232333792,,,0.867899141,0.794183341,,,,0.8209511,,,0.739079881,,,,0.675717187,0.740887766,0.813610354,0.720868295,0.525652119,0.131950712,0.359399035,0.217024151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2024,82023644.0,East Asia & Pacific (excluding high income),Lower middle income,gender,men,0.430424,0.282824919,0.263996432,0.687564361,0.121030563,0.288243343,0.380568071,0.34415675,0.358720743,0.305829973,0.210381539,0.480119122,0.244787845,,,,,,,0.121017462,0.217300919,,0.174607519,,0.208360701,0.079667199,0.19493944,,0.368320186,0.081735298,0.123640916,,,0.404858978,,0.143119024,0.386269852,0.255188739,,,,0.673389335,0.243990142,,0.287088397,0.966533966,,,0.101837524,,,,,0.089906334,0.284432328,0.161787361,,,,0.273149325,0.15223464,0.347946023,0.172943364,0.12253116,0.759287798,,0.094656761,0.620950025,,,,,,,,,0.265951431,,,0.403067059,0.485470519,0.129426782,,,0.320347487,,,,0.144769948,,,0.373001333,,,0.131146116,,,0.326158304,,,,,,0.106871267,0.187607107,0.182286885,,,,0.153035917,,,0.230456673,0.45621423,0.177734446,,0.105404774,0.099462489,,,,,0.106631665,,0.181042927,,,0.41666628,0.300280019,0.247250105,0.348007693,0.11778478,0.510165601,,,0.096041718,,,,,,,,,,,0.08670179,,,0.098669374,0.098252899,,,0.120534157,0.22701607,0.216649936,0.400955901,0.779956977,0.611107077,0.465746324,0.118240419,,0.325019226,,,,,,,0.280341169,,0.186237165,,,,,,,,0.101647737,,,,,,,,,,,,,,,,,,0.369148138,,,,0.456959612,0.230473085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74671862,0.18611584,0.139461104,,0.119636525,,,,0.139635424,,,,,,,,,,,,0.127473763,0.663309767,,,0.645507198,0.641063036,,,,,0.460163411,,0.353706496,0.509022345,0.19182608,,,0.630402288,0.508281956,0.19991551,0.22872542,,0.114730016,0.672754892,0.554345994,,,,0.38732338,,0.208427814,,,,0.068868112,0.222309257,0.39958814,0.635023048,0.566700708,0.435750333,0.093056662,0.229463158,0.18292302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,2024,82023644.0,East Asia & Pacific (excluding high income),Lower middle income,gender,women,0.57101611,0.386265224,0.311261176,0.750928323,0.169542924,0.365493129,0.33601915,0.28061274,0.353882109,0.261050982,0.140217571,0.450662792,0.202981803,,,,,,,0.172988084,0.329639774,,0.256368072,,0.268975757,0.125940019,0.222077475,,0.386180628,0.162997376,0.117423428,,,0.515289492,,0.212572833,0.414315619,0.155761314,,,,0.705798438,0.211350697,,0.247868273,0.955848789,,,0.100169231,,,,,0.151069755,0.31196431,0.10784897,,,,0.250249833,0.148839168,0.385498049,0.193582882,0.121112556,0.756550887,,0.109032664,0.628314209,,,,,,,,,0.127008195,,,0.229851159,0.293203125,0.099101588,,,0.167858439,,,,0.223151663,,,0.397773141,,,0.192227355,,,0.32618724,,,,,,0.126619159,0.214489731,0.107520925,,,,0.087684385,,,0.198148547,0.475985961,0.200363365,,0.117222294,0.129508559,,,,,0.095085384,,0.234372461,,,0.421523639,0.34203542,0.296668982,0.456957172,0.150139973,0.561786114,,,0.133512694,,,,,,,,,,,0.117550093,,,0.140742283,0.122369139,,,0.134652875,0.265044109,0.191042971,0.363442636,0.771023289,0.568414555,0.476197325,0.148440283,,0.453793815725413,,,,,,,0.351712974,,0.214928274,,,,,,,,0.134683977,,,,,,,,,,,,,,,,,,0.359013365,,,,0.479674799,0.259120135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.812285361,0.116840129,0.068872474,,0.095356612,,,,0.081477353,,,,,,,,,,,,0.075714059,0.715938879,,,0.693542866,0.705411108,,,,,0.560423428,,0.426623367,0.544228804,0.232521293,,,0.608760646,0.485863549,0.236619317,0.26589672,,0.096753521,0.740385936,0.615115631,,,,0.357705094,,0.198188117,,,,0.147072142,0.274617273,0.417508485,0.718116811,0.6444127,0.473330945,0.128749308,0.330300266,0.142287634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2024,5220107.0,High income,High income,gender,men,0.983229188,0.980228592,0.576845335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.946449302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9761325,,,,,,,,,,,,,,,,,,,,,0.932117273,,,,,,,,,,,,,,,,,,,,,,0.924575594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,2024,5220107.0,High income,High income,gender,women,0.97607834,0.97607834,0.552087182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953212682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.966962964,,,,,,,,,,,,,,,,,,,,,0.921296686,,,,,,,,,,,,,,,,,,,,,,0.934293167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
